Ветер:А,Ветер:Б,Ветер:В,Ветер:Г,Ветер:Д,Ветер:Е,Ветер:Ж,Солнце,Больницы,Заводы,Дома А,Дома Б
3.011750517290283,6.276067203434025,4.032472199472444,5.622475862322313,3.8034110384293416,2.2837435560113217,5.943111439779123,0.9171745431522939,2.171067508281259,5.286745551960837,0.9251506707485548,1.4543861957218633
3.155706395639982,6.008498487458748,4.495086955751299,5.687075429965076,4.251175835526142,2.9959328870178688,5.625283778541977,1.4462187760088347,2.4024098446630857,5.978266635806498,1.3714237813085774,1.592489626365857
2.8349098775010084,5.609759683765012,4.904706074503784,5.61036155745931,4.798138333186663,3.9209883798726572,5.060669922333301,2.251905948825025,2.6861633896005235,5.891154304211925,1.2279088234604745,1.7816468325312957
3.3252495413354066,5.986061086088689,5.223179696398548,5.570307635262237,5.228636701675176,3.6521622593442586,4.650255052805514,2.696539328459376,2.759620093575497,6.500648725303273,1.3683766349916855,2.0992917764669103
2.8075680538417505,6.440160876771952,5.163915533086382,5.850745708861815,7.235823839754074,3.975160400622263,4.778429498780889,3.3277206509179207,3.1251513208375803,6.658385813039168,1.7458564797596172,2.2291777253161253
3.2475169734429237,6.912387845183945,5.110633329013096,5.3604741667834,6.294511691745592,4.296731402520541,4.374788032416998,3.7803188406145605,3.2783816125537095,6.764367876659895,1.4995459800117859,2.3920603307112205
5.264032174279382,4.922444707073682,5.034382477246093,4.93682930137485,6.942882438707672,3.875216081573251,4.801142216434054,4.51308011240027,2.9516447653598634,6.82126169891409,1.88871420429422,2.1336109202046982
4.245398092866162,3.9988816833187055,5.087031566766701,5.365556768900807,6.0743753868576045,3.5389026839556124,5.2857676332215116,5.403561268099327,3.091489544400218,6.632873139331258,1.923549196887486,2.0365233621891417
2.316057004167318,4.108944613310605,5.104410860590425,4.885193098026285,4.976936145055594,5.531502939990134,5.75883348868531,6.317710190413697,2.7692781851792905,6.703415142563645,2.0361435306426676,1.5768359463227521
3.3299463295443417,3.659306426270805,5.079545806832369,5.648974358481885,5.062379686985822,4.488981275204052,6.134954278840073,7.229224606287018,2.9605602889866205,6.874548891993099,2.3360526030443833,1.4565340520956318
3.630920566793604,3.2040513617158104,4.790141459706156,6.491096020444355,4.963370360408732,3.8601535215693974,5.727941060697552,8.123728463959294,2.7038136983329153,7.148094827870839,2.168859403221072,1.3255078430198166
4.062916219220062,2.6547545896619633,5.1551289581734325,5.474173862095647,4.927942905367787,4.685630691053363,3.6951728118108425,9.016836576707162,2.700483292595889,7.024962777669428,1.5985508381172449,1.4686965964007834
4.153978131300418,2.2198033289285473,4.743949687699733,5.533711766977423,5.701504752384491,3.7288079500612836,2.686242555003442,10.119135809445707,2.5964735497824987,7.156977583257954,1.3133008831100708,1.528620198723839
4.219281720826592,4.281037466134496,4.179452572572964,5.588192128895946,6.598808103687754,5.666091599118457,3.0638528183936735,11.156986069410499,2.5799823342608934,7.738700148727877,1.3434813966000243,1.2299907058618327
4.2991462908074585,5.246101165243708,4.5066170243169745,5.521720035681091,7.634852382567168,6.724510315955621,3.508307526978114,12.206668366140779,2.325736169253694,8.66311529550063,1.1102490950330064,1.336260451386196
4.577800259320368,5.511245165304523,5.189759130877459,5.743125860653731,8.42312971005321,7.499989801250908,3.897580761073398,13.274427608757513,2.4972360722164133,8.420554875122265,1.0564306816422608,1.6908428335813523
5.026105464012931,5.982051610454111,5.922593344229205,6.1647047341479215,7.628755514556122,8.352157243131801,4.42305823461543,13.87767308013467,2.5196576823083197,8.078418355002903,1.147200259191112,1.4398335238419047
5.424071970761684,6.294142513033282,6.850550849945547,6.560780818498883,8.714117318865053,7.363102987166804,4.587703191747648,14.289145147044641,2.1073451566855166,8.208951635849166,1.3814112256988298,1.9319577824278311
5.855173734452241,6.854902642571013,8.774338965293726,7.023647288433,9.14347290639882,7.614723701005336,5.043227132089494,14.5,2.1828706268128766,8.204684614307252,1.2108226212810258,2.044794340824758
6.24645265139236,7.200751312114794,9.77552860563325,7.4922083944293485,8.647268785471416,7.946322585856527,5.4308090912708264,14.357049768289265,2.322206310197918,8.589277774431201,1.5794348859206502,2.0625569998542965
6.487996368983996,7.10839219819213,9.761106079010855,9.535132641477025,9.083896478082618,7.447281557040967,5.858142147268713,14.229816355695938,2.499070488994101,8.555753327841794,1.6862364502676974,2.7116037668757906
6.908988693244125,7.1447813904853215,9.730241769834402,10.457985321575343,8.66940706708131,8.02881916917234,6.2278247918739025,14.089088668003285,2.290194024920683,8.603370603719075,2.0123631426140998,3.0327862847632296
7.2449426300141315,7.2132443573653955,9.766971169407707,10.923759303309689,9.326370478149098,7.605463618860271,6.404982830409715,13.125286766157071,2.176346202274807,8.62742120959928,2.3362379711327077,3.1506016797231897
7.702423653066101,7.263412564395603,7.719403194454727,10.345800701069368,10.155880481459699,8.272015146697328,6.860888098301033,11.980389134229046,2.087204745184846,8.713241515575188,2.5295969178514315,3.391020349868961
8.138651374479332,7.345733671428143,8.779103535753798,10.191858413160302,11.180000319052258,9.037598578779251,7.1722149949301475,10.141723352625032,1.9720303712939162,8.29290392688458,2.681445606139669,3.329566906289754
10.155634466882526,7.4186583698319275,9.167357672895454,9.711559374759211,11.616488615771694,8.058116065434668,7.710238366350421,9.757415939586457,1.734213697245062,7.622235345739865,3.044541504558882,3.422432616838608
9.101397573402268,7.431705649546768,9.74275181034543,9.300098587413533,11.135512596458701,10.045158071025721,8.128964711560293,9.193325621640952,1.5710129561127415,6.979263891623456,3.0819239995438727,3.6812936634864175
9.105613528366785,7.335492748711521,9.931773652187937,8.880958285497227,10.378807487782572,10.975269057465686,8.571732565240056,8.534908812150205,1.4368622735264371,7.01431622147966,3.8591582155195012,3.5237013730143874
9.089009729160216,7.420111059982437,10.35744760576261,9.277647485285788,11.104934585253693,10.716730731761377,8.141522209857932,7.655915479206072,1.4640135267018728,6.626855608657999,4.1249276147087865,3.4521266065836955
9.103568930647658,7.640469791642604,10.711014653289611,9.661741774874876,10.177994060936602,11.037878379204113,8.496583124911949,6.750438947321303,1.5015891543380377,6.147534304339125,4.428574694466259,3.272267239324637
11.141123170627687,7.980407033928661,10.132130519305665,10.157883605860471,12.19379930507901,11.434639871842897,9.03164367577549,5.801401749306724,1.3778501557517717,5.892710435345588,4.072757852941263,2.689156118178032
12.07470163759777,8.465845417193108,10.587259451646634,12.244794346425524,11.248781861493182,10.926692563569572,8.868429976232767,4.785435742864119,1.3889136013604257,5.2519934274795546,4.182819449336569,2.4613854542047635
10.005577343085548,7.937587267855664,10.508921052945793,11.307224297615631,12.026019131369733,10.586809630881412,9.327007180923662,4.092257941209468,0.9867788364173423,5.100519423106537,3.5107005431877143,1.6836212591953073
9.047871508066342,8.432428030161319,10.541332794600688,9.35542815437758,12.917849334883911,8.648070225811635,8.892141937813422,1.8641090496101802,0.8883499951922995,4.720021659787503,2.7263669352969697,1.3573652356910055
11.052557159370407,8.840840513269532,10.596423718116029,10.374708236395279,14.016305153883716,9.640419665679033,9.477608820834838,1.1044074811882207,0.7278656358671731,4.166777996179402,2.4821205779350737,1.4007869754259705
10.03671590942647,8.299000637114162,10.287739542582724,10.301601607809232,13.928403134263315,11.561395833375451,9.133023996141171,0.38310199475319506,1.1096193140186819,4.182875336938086,2.0004651382408447,1.1202743203155783
9.981420819778497,8.422701560741192,9.796806976967249,10.321681353239258,13.865811186376327,10.52169005790848,8.68083822198629,0.0,1.1747942090007457,4.432981017287764,1.555002488218297,0.7988439584498206
9.933126913795244,8.774919661367917,9.73041704469455,10.272087108092514,13.853667182138192,9.831583495274714,8.277727699838849,0.0,1.1532938135200854,4.088416521404459,0.8874569920973302,0.7393990597075095
9.839961168437114,8.306684405510557,9.748521466570745,10.312231216319066,13.449507814808422,9.028991555357285,8.281878527676522,0.0,0.9444688519552948,4.192409767301456,1.042995584401572,0.5501405296423723
9.395271223549255,8.80892857581377,9.726081119221242,10.212631904321148,13.00355980294487,10.109872734402428,8.298013986333148,0.0,0.8331445536946951,4.667846925841329,0.8560026284414752,0.8190689611628204
8.898233840908144,9.231371629813315,7.779057597542257,10.232697062881833,12.23022112223222,10.208317827816192,8.203714543489234,0.0,0.5298617330843802,4.560323625780695,0.5050957646212164,0.5927269360596394
9.091521777130287,11.215848646797891,8.72670778419068,11.019896355991813,11.338673875655616,10.179115516596138,8.103971501674668,0.0,0.6805107962316508,4.795831494823833,0.829990972602922,1.0893811915408271
8.68715434150368,12.246717989181853,8.890640449516079,11.781408800162355,10.390281392854712,10.225693180807964,8.108681461497769,0.0,0.7919153936394239,4.868351691902029,0.8043808984079974,0.9326218434265869
9.06037748385964,10.320480657720628,8.53156459603389,12.843755180983301,10.4522572341186,10.621779453458489,8.097765720947933,0.0,1.1057086243576375,4.965629960889196,0.8322301972630326,0.9816436586144298
9.60318241839277,11.349440533361147,8.94601967782054,12.595693335271841,10.486438593259388,11.127170222659247,8.183519004181086,0.0,0.9918477488210213,4.931842196455332,0.9990531399577464,1.0997893233832805
10.028758935493572,11.194355191356012,8.45351383199382,12.191065114886843,10.432494860614963,9.177476357716513,8.189120090515345,0.0,1.2907504789989435,5.128541640511421,0.8077691495800483,1.2722329454944248
8.026350251346544,10.73740429559792,8.895366319919134,11.851812475693766,10.416968332870272,10.22399665517036,8.195243095518393,0.0,1.7121268013209132,5.146167883944841,0.9810352228738386,1.3962891190943072
8.976252633351066,10.404943955983509,8.143793988632805,11.366555584227937,10.446845482689454,9.799972299042448,8.635431581846662,0.0,1.8988504609440218,5.15340715366346,1.3466406916153553,1.2597043211743761
9.39753483141436,9.817534879884434,7.36188213540127,10.924016577097587,10.372630790622084,10.26136219424844,9.143913589366724,0.8898692203408357,2.1689581862939473,5.374661698586156,1.0779627131266565,1.3384440822714148
8.910824776247965,9.350691294516674,8.436728809738511,10.147171593964558,9.689779734251216,9.89115818472753,8.964339305769483,1.451353158761614,2.4059767466370783,5.887545904790643,1.3306342499160517,1.7151552425966736
9.02600101207292,8.588939067121602,8.78694139100984,9.29113906262284,8.844065480365066,9.383402589275077,8.521930437741185,2.2483282643130345,2.861882374148033,6.1201857707690595,1.0331191517699594,1.4944050637605704
9.437446266438506,7.7239635988665345,8.346183981371292,8.376037845859038,7.776069959670041,7.384541246278746,8.081269937429793,2.705613257298977,2.9700525601878267,6.534220547353128,1.3565800020907255,2.115008305953545
9.78447214906988,8.704790004054848,8.326366274323512,8.127016306787818,5.789985761584411,6.29671255475078,8.573360836266666,3.3508240996420997,3.213980029712898,6.625417353321836,1.6049798342583907,1.9763592329467263
9.22099537730277,6.7147619813379364,8.2805974072505,7.756189750579695,4.823607637192631,6.425878817785815,9.044643319806175,3.8071931811782456,3.3708400720820157,6.930647114893138,1.7194624414942634,2.625444958156235
9.539453526663861,5.662089635034516,8.340763238651414,8.15806483297788,5.220639208359951,6.0777461796664545,7.089598203521046,4.500578716264053,3.2078616882402566,6.729851551192493,1.886704726617101,2.167837005210338
10.30697615113184,5.493114751325436,8.428418425797044,8.581732900709806,5.661467873503367,6.547258989284954,8.134962725032441,5.4278334290676105,3.318185763851847,6.709455224324945,2.0387143959888934,1.7750229759134466
11.205964937382209,5.982798983653275,8.347873045753696,9.042766743834983,6.056121717111526,7.109300895544841,10.035455786125905,6.318850375579245,3.0225000311405497,6.81562327545682,1.7509543539446561,1.5412008887906985
10.11827301203389,6.4664030910406884,8.380461583917983,11.099072018389275,6.597002451085631,6.783914943115739,11.111280449490721,7.210291090010561,3.0709758042889748,7.209510228131881,1.8854432087523818,1.5557461584083543
10.487557844964028,7.03025025192914,8.046071694416886,10.091074455540785,6.877019040119389,7.012430646605186,10.355102766712784,8.114378609694992,2.726254757574454,7.138619135927416,2.1457177811712826,1.143053045405983
9.925636470847952,7.4427617954825305,8.516521432779014,10.182319707303984,6.486746450837205,7.414986980522581,9.515761256703057,9.01580566335487,2.82905962445384,7.315014828418446,1.542611862876571,1.4314896682961091
10.686228400226723,7.8186022031544,8.5313165681947,10.239883271906717,6.896712034691216,6.938558624034192,10.4822953699383,9.925875528196542,2.5683043959476453,7.268928686125216,1.4624389275615397,1.4767559280130715
9.892252357724818,8.387362614192643,8.622401871710888,10.214600781075035,7.328585255870604,6.4275999457626245,11.165150129641358,10.844187356185046,2.5526406411802003,8.21394425568108,1.4818083541352114,1.173146631008359
10.911733411087923,7.590897495641448,8.614390942343723,8.168981245470164,6.956362085501464,6.860992864337462,10.300547064411978,11.740423781983779,2.4615162851270096,9.085721993844608,1.4699157604069955,1.657918407552975
8.862598209073214,6.808901690435137,9.277995594316215,9.09067340248505,7.641765173052983,6.817903031761538,9.340179257616466,12.629767452677449,2.291296376406173,8.962380389618247,1.3919637681703343,1.3990055341272054
7.9173773834398915,7.852849759502822,10.042028782311089,8.98774933986047,8.531793431366548,6.864084541096811,9.44303553359276,13.105817251697358,2.4165473405153337,8.51260220578903,0.9192249899801112,1.5745036167340816
8.379989574672205,7.944343921047827,9.100596000491816,9.428620743678861,9.573543084859185,6.95940984479161,9.882567174709614,13.360402886445236,2.2246100870953707,8.729581058971265,1.2529044850950866,1.5151550560279279
8.865753773008064,7.968402746995551,9.726150448764706,8.964861109123655,11.601977174314362,7.386166841727803,10.266786726297363,13.541722865075846,2.0828872636265165,8.634204924386722,1.4006214993321562,2.1261685118003433
8.541801144414313,8.046157680696956,10.52622904298456,9.385150884433093,12.631199604781436,7.856287943082621,10.767053415110771,13.549817381263894,2.2843326864786397,9.003904151030437,1.6560052191663746,2.330956607790376
9.065081823904963,8.690509048366653,9.529368943355532,9.811369007302101,10.608919759000562,8.012347394685996,11.257534454405498,13.546012930689445,2.3841992666890754,8.956084367884557,1.5850079292500863,2.539949021772509
9.787168374062013,9.47969784185016,10.234632494061573,9.577037403794197,9.68642181817077,8.404385105297855,13.175670135949062,13.547254469584866,2.3179826621025494,8.750624799156675,1.7762510357353927,2.7815798033303873
8.974744733709617,10.415549256762924,11.015804727494618,9.21100068212492,8.969655388971569,8.864252202820845,12.089338189428856,12.74793700686763,2.1302224704107826,8.72251068642645,1.9199417744944687,2.8711240406699066
10.043268919087554,12.49612840315027,10.002227504909811,8.850531821507388,9.688271549328423,9.42222346858876,11.983337128419064,11.734543174667738,1.9607999911007143,8.866979848601785,2.1068792056433003,3.1223231519336134
10.231925399216784,11.552592931397935,10.638127118311113,9.336346382081313,8.736363876384807,9.74474939944842,12.330757333643174,10.120146775893815,2.10464288295924,8.252574711320987,2.835221258939132,3.5731334711737164
9.765548267113893,10.932455724626646,9.841666852822863,8.869306803985388,9.205300397530275,9.833304545744847,11.94987181178483,9.780251039297395,1.8164427432147292,7.4152704945988015,3.001231579897271,3.4383786496869764
10.209900095008312,10.176865579807586,8.924973810645543,10.940268243480467,9.660760903690953,9.89868039257165,12.432854046754597,9.197207230450315,1.6022264436280924,7.3680547693392775,3.2808553603004267,3.8114118484812742
9.632612369127818,11.2143441087229,8.984312062805301,11.941317596441392,9.854497842919155,9.902044344676707,12.055797872446405,8.536568635072939,1.4374985947197647,6.75917330659617,3.851671475077867,3.8051127164309992
10.027988783705668,10.986200600369624,9.064380369645903,12.420947413627589,10.209114365282588,9.196802606670426,12.116300344256796,7.669351615211721,1.4278778848063185,6.480451077034632,4.257289386889978,3.2883613726772674
9.782512527861048,10.656718625515644,9.038967641823218,11.902480475037054,9.833991849343088,8.347652511551553,12.049954417564525,6.759397664322778,1.4652108078791821,6.185343418690398,4.57391407345475,3.0794053221198983
10.280534089528716,11.052305486299247,8.419738284070313,12.325571846639404,9.276051308801637,9.320774343895593,11.956204538652393,5.80800298637645,1.2019426377743003,6.056038240169598,4.828116626486736,2.5672525794123295
9.780950061138366,11.604465223272923,9.136990818592484,12.919389067986652,8.857190676978306,8.650459334022619,11.467941750069452,4.790744116179922,1.3179891799991936,5.580314147240276,4.0786292748578195,2.2768717253286193
9.212183843461114,11.262171947706452,10.096645582608684,13.412179545780473,9.208637392566663,9.480767481226179,10.893030366741979,4.089907761042494,1.0423998194553996,5.114345302989116,3.221535085357891,1.8452844783921263
8.858126790476804,11.664909763426332,10.860676917153077,13.899127183515231,8.72598215436658,8.525647834866705,11.256984648187645,1.8703898152870222,0.783000438688342,4.452620219273518,2.8798430064129326,1.5961523887236408
10.896594839367213,11.130494712397097,11.724153601785044,13.149023114406543,10.78450944271896,9.250622674268193,10.748662940952935,1.1188549022893282,0.8542431006703617,4.311958520573267,2.4414573776624118,0.9586205510715163
11.89781903590141,10.521575997582856,10.713572535248192,12.429115220208292,11.757439408230235,8.43802360235383,10.820456180912679,0.36083062634277024,0.9324642524352956,3.991862625254795,2.1222288186044387,0.8804961577909121
11.230640814169044,9.668545700742063,10.256240332089268,11.522271665734614,11.416658220927529,7.421462086902657,10.826078606612977,0.0,1.1072735550702855,4.3895724035893595,1.6004678016758054,1.1875276785508042
10.414567699321058,8.669826118908514,9.843617849223211,11.418516255874772,10.985113053153556,7.256169512809908,10.78244914897028,0.0,1.246956735779628,4.24118405883825,1.1321598729946323,1.1317323744300944
9.346221972251229,7.874423016836661,7.925924827737466,10.97207351301221,10.368537031342095,7.700832185082686,8.8149337652077,0.0,1.0549143443506392,4.220608860250435,0.8187991427975599,0.8103448181978016
9.088213592940068,8.609018085642882,6.917815095698014,10.53321122140604,9.547549811138154,7.338358355651066,9.831708760838229,0.0,0.806785204180011,4.724655234391312,0.9418536969434943,0.8401069671258933
